by,descendants,id,kids,score,time,title,type,url,text
tech234a,0.0,40280479,,15,1715036524,CoolStar makes many jailbreak tweaks open source after being hired by Apple,story,https://www.idownloadblog.com/2024/05/06/coolstar-hired-by-apple/,
ldenoue,11.0,40267006,"[40285017, 40285484, 40285929, 40273646, 40270920]",15,1714933418,Show HN: Free web app to read YouTube transcripts and highlight them,story,https://www.appblit.com/scribe,
alephnerd,3.0,40288827,"[40289084, 40289059, 40288829]",10,1715103033,TikTok sues to challenge law forcing sale or ban,story,https://www.politico.com/news/2024/05/07/tiktok-sues-to-challenge-law-forcing-sale-or-ban-00156517,
calebjosue,13.0,40260862,"[40260977, 40263420, 40263947, 40266954, 40266947, 40277907]",116,1714862272,Tell HN: A note of gratitude to the people providing answers over here,story,,A couple of days ago I explained my current job situation and asked for a job.<p>Here&#x27;s a note of gratitude to the people answering questions all over the world.<p>Thanks!<p>https:&#x2F;&#x2F;calebjosue.gigalixirapp.com&#x2F;blog.html#gratitude
nrabulinski,0.0,40271797,,7,1714977304,Pair Your Compilers at the ABI Café,story,https://faultlore.com/blah/abi-puns/,
breck,45.0,40280967,"[40282829, 40282806, 40282801, 40281510, 40283447, 40281524, 40280981]",43,1715041056,"Apple Is Developing AI Chips for Data Centers, Seeking Edge in Arms Race",story,https://www.wsj.com/tech/ai/apple-is-developing-ai-chips-for-data-centers-seeking-edge-in-arms-race-0bedd2b2,
orcul,25.0,40267723,"[40272997, 40268428, 40270777, 40281242, 40270806, 40271055, 40278498, 40269569, 40288858]",54,1714939277,Ten years ago Microsoft bought Nokia's phone unit – then killed it,story,https://www.theregister.com/2024/05/05/microsoft_nokia_anniversary/,
vwoolf,9.0,40270360,"[40273249, 40271342, 40270958]",33,1714959782,TSMC says Arizona fab is now ahead of schedule,story,https://www.datacenterdynamics.com/en/news/tsmc-updates-arizona-fab-production-timeline-signs-semiconductor-talent-agreement-with-kyushu-university/,
laurex,0.0,40290702,,9,1715111375,"Despite international hires, TikTok is Chinese at its core",story,https://restofworld.org/2024/tiktok-chinese-us-ban/,
Jtsummers,3.0,40278704,"[40283051, 40282522, 40280997]",18,1715024574,The surprise is not that Boeing lost commercial crew but that it finished at all,story,https://arstechnica.com/space/2024/05/the-surprise-is-not-that-boeing-lost-commercial-crew-but-that-it-finished-at-all/,
tosh,1.0,40269020,[40271105],11,1714947324,Livegrep: Interactively Grep Source Code,story,https://github.com/livegrep/livegrep,
pseudolus,2.0,40292948,[40293004],6,1715126792,Renewable energy passes 30% of world’s electricity supply,story,https://www.theguardian.com/environment/article/2024/may/08/renewable-energy-passes-30-of-worlds-electricity-supply,
pseudolus,66.0,40289842,"[40292006, 40290635, 40293308, 40290786, 40290382, 40291703, 40290753, 40293120, 40290872, 40290820, 40290504, 40290480, 40290453, 40290339]",64,1715107407,How rich is too rich? Limitarianism: The Case Against Extreme Wealth,story,https://www.nature.com/articles/d41586-024-01276-1,
ementally,2.0,40279634,[40279840],23,1715030423,Novel attack against virtually all VPN apps neuters their entire purpose,story,https://arstechnica.com/security/2024/05/novel-attack-against-virtually-all-vpn-apps-neuters-their-entire-purpose/,
jjgreen,1266.0,40267639,"[40267756, 40268301, 40267806, 40267932, 40268167, 40267999, 40267920, 40267846, 40275067, 40267902, 40267843, 40271764, 40267844, 40268421, 40267866, 40268589, 40268938, 40268004, 40267804, 40269801, 40267966, 40269445, 40269121, 40274173, 40274139, 40269191, 40268370, 40284026, 40267835, 40267963, 40270984, 40269782, 40267894, 40269802, 40268597, 40271904, 40271347, 40267905, 40270793, 40271994, 40269013, 40272674, 40280710, 40272686, 40271558, 40270000, 40272196, 40267962, 40268005, 40284555, 40271124, 40268086, 40267749, 40273264, 40269541, 40273208, 40270319, 40273846, 40267813, 40268592, 40268513, 40268021, 40268016, 40273216, 40271885, 40268371, 40267733, 40267798, 40271259, 40267809]",762,1714938659,Israel shuts down local Al Jazeera offices,story,https://www.theguardian.com/world/article/2024/may/05/israel-shuts-down-local-al-jazeera-offices-in-dark-day-for-the-media,
joeig,2.0,40276465,"[40282871, 40276860]",23,1715013065,Largest model railway launches inductive Formula 1 circuit [video],story,https://www.youtube.com/watch?v=1fikd9NfsSA,
megapixel99,57.0,40261279,"[40275939, 40275801, 40276716, 40280503, 40276110, 40279653, 40276651, 40276672, 40276017, 40275853, 40277144, 40276106, 40277609, 40276020, 40277961, 40275771, 40277837, 40276922]",66,1714867007,Show HN: Kubernates in Node.js,story,https://github.com/Megapixel99/nodejs-k8s,"This project was&#x2F;is an attempt to recreate the core functionality of v1.29.1 Kubernetes in NodeJS, while being fully compatible with the kubectl CLI."
bookofjoe,0.0,40284315,,4,1715081307,Nature's Oldest Mandolin: The Poetic Science of How Cicadas Sing,story,https://www.themarginalian.org/2024/05/05/cicadas/,
soopurman,43.0,40266784,"[40267264, 40267214, 40267867, 40267288, 40267987, 40273539, 40267540, 40267751, 40267685, 40267884, 40267402, 40268040]",51,1714931815,Ansible is a Lisp?,story,https://astrid.tech/2024/05/01/0/ansible-is-a-lisp/,
crazythursday,6.0,40272506,"[40290988, 40282926, 40272523, 40272539, 40275182, 40279345]",14,1714984703,Is Google Analytics Broken?,story,,I&#x27;ve found it not responding on my browser.
mooreds,219.0,40281274,"[40281352, 40281378, 40281498, 40281823, 40281626, 40282149, 40281423, 40281366, 40281526, 40282291, 40282245, 40281710, 40282126, 40282247, 40281523, 40281514, 40281389, 40281503, 40281387, 40281703, 40282337, 40287235, 40281853, 40281436, 40288580, 40281621]",238,1715044714,"Vets fret as private equity snaps up clinics, pet care companies",story,https://stateline.org/2024/03/29/vets-fret-as-private-equity-snaps-up-clinics-pet-care-companies/,
orenaluf,58.0,40284286,"[40284647, 40284757, 40289173, 40284578, 40290384, 40284287, 40284978, 40284952, 40284458, 40284793, 40284646]",45,1715080987,Microsoft working on 'far larger' in-house AI model,story,https://www.pymnts.com/artificial-intelligence-2/2024/report-microsoft-working-on-far-larger-in-house-ai-model/,
chuckhend,4.0,40281516,"[40282697, 40282929, 40282760, 40283053, 40283056]",26,1715047218,Kan: Kolmogorov-Arnold Networks,story,https://arxiv.org/abs/2404.19756,
jasondavies,3.0,40280930,"[40285155, 40281067]",13,1715040639,"DeepSeek-V2: A Strong, Economical, and Efficient Moe Language Model",story,https://github.com/deepseek-ai/DeepSeek-V2,
nateb2022,26.0,40286052,"[40286486, 40287548, 40287109, 40286671, 40292490, 40286440, 40286527, 40286414, 40286374, 40287541]",62,1715092748,"Final Cut Pro transforms video creation with Live Multicam, new AI features",story,https://www.apple.com/newsroom/2024/05/final-cut-pro-transforms-video-creation-with-live-multicam-on-ipad-and-new-ai-features-on-mac/,
helix278,3.0,40267120,[40270204],50,1714934244,Monaspace font 1.1 released,story,https://github.com/githubnext/monaspace/releases/tag/v1.100,
jeeybee,1.0,40263615,[40277533],14,1714903798,Show HN: PgQueuer – Over 5k Jobs/SEC with PostgreSQL,story,https://github.com/janbjorge/PgQueuer,
gulced,8.0,40268576,"[40270364, 40285141, 40268577]",42,1714944373,Shell sold 'phantom' carbon credits,story,https://www.ft.com/content/93938a1b-dc36-4ea6-9308-170189be0cb0,
doctorhandshake,95.0,40276957,"[40277263, 40277539, 40277079, 40277414, 40277550, 40278121, 40277699, 40277626, 40277897, 40277141, 40277834, 40277189]",127,1715015923,Patagonia's New Study Finds Fleece Jackets Are a Serious Pollutant (2016),story,https://www.outsideonline.com/outdoor-gear/gear-news/patagonias-new-study-finds-fleece-jackets-are-serious-pollutant/,
Virock,1.0,40272677,[40283256],7,1714986267,Show HN: Gets words that best describe the given description,story,https://reverse-dictionary.virock.org,Ever been in a situation where you can’t remember a word? You know what the word means but not the word itself? Give Reverse Dictionary the description and it will return the words you are looking for.
mfiguiere,0.0,40278749,,10,1715024926,ECC DDR5-4800 vs. DDR5-5200 Memory Performance for AMD Ryzen Zen 4,story,https://www.phoronix.com/review/amd-ryzen-ecc-ddr5-5200,
geephroh,1.0,40281415,[40281490],7,1715046399,Boeing Starliner Flight of NASA Astronauts Is Scrubbed,story,https://www.nytimes.com/live/2024/05/06/science/boeing-starliner-launch,
infinite_beam,24.0,40282623,"[40283976, 40283423, 40289850, 40282816]",10,1715059484,Are We Talking Too Much About Mental Health?,story,https://www.nytimes.com/2024/05/06/health/mental-health-schools.html,
jnord,1.0,40280222,[40280237],12,1715034375,The Computers of Voyager,story,https://hackaday.com/2024/05/06/the-computers-of-voyager/,
chapulin,115.0,40267072,"[40265635, 40266688, 40267539, 40266143, 40266889, 40265731, 40269145, 40266851, 40265789, 40267606, 40265721, 40267332, 40267294, 40266431, 40265787, 40268192, 40274137, 40272609, 40266629, 40265664, 40267141, 40266943, 40266138, 40265739]",46,1714933929,Recruiters are going analog to fight the AI application overload,story,https://www.wired.com/story/recruiters-ai-application-overload/,
jksk61,0.0,40262728,,10,1714890844,The Promise of SGLT2 Inhibitors,story,https://worksinprogress.co/issue/the-future-of-kidney-treatment/,
edward,192.0,40263194,"[40263432, 40265829, 40263416, 40263654, 40263807, 40263786, 40263716, 40263656, 40263752, 40265873, 40263723, 40263521, 40265406, 40263458, 40263616, 40263422, 40266870, 40278794, 40267317, 40271573, 40265600, 40266647, 40263701, 40263736, 40263445]",109,1714898369,Flags Are Not Languages,story,https://www.flagsarenotlanguages.com/blog/,
lisper,0.0,40267792,,5,1714939754,Languages are theories: debunking the new riddle of induction and flat-earth,story,http://blog.rongarret.info/2024/05/languages-are-theories-debunking-new.html,
the_decider,7.0,40275639,"[40277218, 40276871, 40280952]",16,1715008506,Large language models are poor medical coders,story,https://ai.nejm.org/doi/full/10.1056/AIdbp2300040,
grecy,3.0,40290910,"[40291020, 40291029]",4,1715112623,TikTok sues the US government over ban,story,https://www.theverge.com/2024/5/7/24151242/tiktok-sues-us-divestment-ban,
JumpCrisscross,0.0,40279323,,8,1715028440,"Wozniak's space firm, Privateer, buys Orbital Insight, raises $56.5M",story,https://www.reuters.com/markets/deals/wozniaks-space-firm-privateer-buys-orbital-insight-raises-565-million-2024-05-06/,
happybuy,29.0,40280119,"[40282356, 40282414, 40282444, 40291858, 40284649, 40282294, 40282048, 40282563, 40280142]",22,1715033621,Apple should end their Google search partnership (2023),story,https://www.magiclasso.co/insights/apple-google-search-partnership/,
thunderbong,20.0,40262082,"[40263095, 40263025, 40284331, 40263134, 40280431, 40263530]",74,1714880173,"Google Fit dev APIs shutdown set, fate of Android, Wear OS apps go unannounced",story,https://9to5google.com/2024/05/04/google-fit-api-shutdown/,
ljf,4.0,40283394,"[40283667, 40283751]",5,1715069166,UK armed forces' personal data hacked in MoD breach,story,https://www.theguardian.com/technology/article/2024/may/06/uk-military-personnels-data-hacked-in-mod-payroll-breach,
andsoitis,1.0,40269931,[40269956],28,1714955287,Bluesky confirms Jack Dorsey is no longer on its board,story,https://www.theverge.com/2024/5/5/24149543/jack-dorsey-gone-bluesky-board,
alex_young,1.0,40281913,[40282107],9,1715050934,The Transamerica Pyramid's renovation is underway. We got a peek from the top,story,https://sfstandard.com/2024/05/06/transamerica-pyramid-renovation-beacon/,
anarbadalov,87.0,40273780,"[40276295, 40276376, 40278616, 40278430, 40277279, 40278476, 40278398, 40281547, 40278106, 40278490, 40285096, 40277239, 40276424]",95,1714998067,Daniel Dennett: 'Where Am I?',story,https://thereader.mitpress.mit.edu/daniel-dennett-where-am-i/,
Kye,2.0,40267891,"[40268077, 40268931]",40,1714940345,Jack Dorsey is no longer on Bluesky's board,story,https://bsky.app/profile/bsky.app/post/3krrebumv3k2h,
PaulHoule,0.0,40266268,,4,1714928081,Towards a Holistic Evaluation of LLMs on Factual Knowledge Recall,story,https://arxiv.org/abs/2404.16164,
gulced,35.0,40268811,"[40269432, 40274742, 40271864, 40274965, 40271685, 40269504, 40270027, 40269440, 40270368, 40270042, 40269280, 40269485, 40272743]",33,1714945864,How coffee became a joke,story,https://www.honest-broker.com/p/how-coffee-became-a-joke,
benjbrooks,80.0,40276687,"[40277190, 40277194, 40277733, 40277008, 40276909, 40278337, 40276735, 40277017, 40281099, 40276856, 40277103, 40276757, 40276771, 40278201, 40276851, 40277125, 40277489, 40277685, 40276908, 40277277, 40276748, 40277295, 40278243, 40278475, 40280315, 40277950, 40276806, 40276794, 40279173, 40276982, 40276999, 40276841, 40277458, 40277099, 40276770, 40278855, 40276895, 40277965, 40277563, 40278836, 40278744, 40277525, 40277212, 40276928, 40276741, 40276744]",103,1715014441,Ask HN: How to do simple heartbeat monitoring?,story,,"Hey there!<p>My team is hosting an API that sends open telemetry data to Signoz &amp; manages on-call via PagerDuty. We&#x27;ve configured Signoz to hit Pagerduty when there&#x27;s a series of 500 errors.<p>However, our server went down last night and NO opentel data was sent to Signoz. We weren&#x27;t notified that the server went down as there weren&#x27;t 500 responses to report. What&#x27;s the easiest way to have a cron-like query hit our API and integrate with our existing stack? Is this feasible with our existing vendors? Should I have a serverless function running on a timer that uses Pagerduty&#x27;s API? Should I be migrating to another monitoring service?<p>Any advice would be appreciated!"
cratermoon,0.0,40288249,,7,1715100839,Study reveals what carbon damage would cost if corps paid for their emissions,story,https://apnews.com/article/climate-change-carbon-corporations-damage-pollution-9cb9e7c9feb2a68cb6dc0ae99c5e943a,
zinccat,60.0,40261965,"[40262090, 40262534, 40262041, 40262144, 40262192, 40263055, 40262058, 40262156]",129,1714878229,SEQUOIA: Exact Llama2-70B on an RTX4090 with half-second per-token latency,story,https://infini-ai-lab.github.io/Sequoia-Page/,
Lammy,33.0,40261451,"[40263008, 40261807, 40262086, 40261759, 40261613, 40261957, 40261797]",65,1714869417,Preliminary Macintosh Business Plan (12 July 1981) [pdf],story,http://archive.computerhistory.org/resources/text/2009/102712692.05.01acc.pdf,
SLHamlet,12.0,40281395,"[40282104, 40282963, 40281730, 40282897]",22,1715046251,Helldivers 2 players knew how to mobilize against Sony after training in-game,story,https://www.polygon.com/24150510/helldivers-2-psn-account-sony-response-controversy-steam-review-bombing-refunds,
random99292,1.0,40287853,[40289099],5,1715099344,TikTok Sues US Government to Block Divest-or-Ban Law,story,https://www.bloomberg.com/news/articles/2024-05-07/tiktok-sues-us-government-to-block-us-divest-or-ban-law,
petrusnonius,0.0,40264897,"[40264898, 40278052]",12,1714917051,European Accelerationism – EU/Acc,story,https://www.santiago-martins.com/european-accelerationism-eu-acc.html,
robertvc,53.0,40261319,"[40261955, 40270628, 40270726, 40272385, 40270825, 40272468, 40269929]",69,1714867428,A mostly complete guide to React rendering behavior (2020),story,https://blog.isquaredsoftware.com/2020/05/blogged-answers-a-mostly-complete-guide-to-react-rendering-behavior/,
herdcall,23.0,40284963,"[40285358, 40286989, 40285785, 40285248, 40285249, 40285422, 40285349]",27,1715086990,Jack Dorsey Leaves Bluesky Board and Calls X 'Freedom Technology',story,https://www.msn.com/en-ph/money/technology/jack-dorsey-leaves-bluesky-board-calls-x-freedom-technology/ar-BB1lSjbe,
pseudolus,2.0,40289888,"[40290531, 40291202]",8,1715107624,British woman admits role in global monkey torture network,story,https://www.theguardian.com/uk-news/article/2024/may/07/british-woman-admits-global-monkey-torture-network,
jicea,2.0,40276451,"[40277844, 40277452]",10,1715012943,Artifact Attestations–now in public beta,story,https://github.blog/2024-05-02-introducing-artifact-attestations-now-in-public-beta/,
ingigauti,2.0,40269096,[40270699],5,1714947777,Flexibility of Plang Programming Language,story,https://ingig.substack.com/p/flexibility-of-plang-programming,
belter,0.0,40290691,,4,1715111316,China's Chang'e-6 is carrying a surprise rover to the moon,story,https://spacenews.com/chinas-change-6-is-carrying-a-surprise-rover-to-the-moon/,
protontypes,0.0,40263568,,6,1714903235,An integrated food supply model for resilient foods in nuclear winter,story,https://allfed.github.io/allfed-integrated-model/,
dizzydes,1.0,40287224,[40292225],5,1715096922,Ask HN: What is the state of GPT use in non-tech industries?,story,,
kungfudoi,3.0,40261705,[40262367],38,1714873598,Moving the largest camera from California lab to Andes mountaintop,story,https://www.scientificamerican.com/article/how-to-move-the-worlds-largest-camera-from-a-california-lab-to-an-andes/,
arondeparon,3.0,40267759,"[40269225, 40287188]",5,1714939490,Show HN: I built a random dilemma generator,story,https://dilemma.wtf,"Last week my 9 year old son walked up to me and asked &quot;Would your rather shit your pants in public or drink spoiled milk?&quot;, and I was intrigued. Turns out he did not make this up himself, but got the dilemma from a card game.<p>A couple of nights ago I decided to digitize some of these cards and create a simple open source app for it.<p>Just a little fun project; no monetization or bigger goal, really.<p>Link: <a href=""https:&#x2F;&#x2F;dilemma.wtf"" rel=""nofollow"">https:&#x2F;&#x2F;dilemma.wtf</a><p>Tech stack:<p>- Back-end: Laravel<p>- Front-end: Plain HTML and Tailwind with a sprinkle of Alpine.js<p>- Deployment: Laravel Forge, linked to a Hetzner VPS. Deployment triggers whenever I merge to main.<p>The app itself is super simple. Just a bunch of markdown files and a controller that picks two random files ¯\_(ツ)_&#x2F;¯"
findthebug,3.0,40267728,"[40268764, 40271661]",9,1714939320,Show HN: 25.3 inch E-Ink Art Display,story,https://colorbloks.com/eink,
doener,81.0,40263100,"[40263881, 40264322, 40263262, 40263391, 40263637, 40263735, 40263627, 40263489, 40267673, 40263470, 40263739, 40263631, 40263226, 40265317, 40263795, 40263414, 40266200, 40266227, 40264087, 40263724, 40263303, 40263914, 40267795, 40263609, 40263340, 40263271, 40263357]",116,1714896278,They Live,story,https://en.wikipedia.org/wiki/They_Live,
iruoy,5.0,40274863,"[40276101, 40276412]",11,1715004448,"Fedora Cleared to Build Python Package with ""-O3"" Optimizations",story,https://www.phoronix.com/news/FESCo-Approves-Fedora-Python-O3,
kdamica,91.0,40271457,"[40272994, 40272801, 40273045, 40272541, 40273347, 40273056, 40273427, 40276785, 40273775, 40272852]",206,1714974002,"How LLMs Work, Explained Without Math",story,https://blog.miguelgrinberg.com/post/how-llms-work-explained-without-math,
peutetre,0.0,40284772,,7,1715085581,"Chinese warplane fired flares, put Australian Navy helicopter in danger",story,https://www.cnn.com/2024/05/06/asia/china-australia-helicopter-flares-intl-hnk-ml/index.html,
gnabgib,0.0,40280225,,7,1715034442,Sex-Specific Brain Responses to Alcohol Craving,story,https://neurosciencenews.com/alcohol-brain-sex-differences-26043/,
stanulilic,162.0,40263017,"[40263361, 40263676, 40265166, 40266232, 40263443, 40284191, 40263690, 40263680, 40264903, 40266183, 40264729, 40267158]",122,1714894727,Rusty.hpp: A Borrow Checker and Memory Ownership System for C++20,story,https://github.com/Jaysmito101/rusty.hpp,
bopjesvla,0.0,40266799,,21,1714931954,Tiny World Map 3,story,https://tinyworldmap.com/3.html,
elorant,4.0,40284850,"[40285038, 40285031]",11,1715086200,Survey finds that 60 firms are responsible for half of plastic pollution,story,https://www.theguardian.com/environment/2024/apr/24/survey-finds-that-60-firms-are-responsible-for-half-of-worlds-plastic-pollution,
iwontberude,6.0,40268953,"[40271438, 40273096]",15,1714946842,Getting Started with WireGuard,story,https://mantisek.com/wireguard-tutorial-11720202048,
coloneltcb,18.0,40279133,"[40280336, 40285045, 40279463, 40280428, 40281826, 40280457, 40280508]",13,1715027370,The AI Music Era Is Here. Not Everyone Is a Fan,story,https://www.bloomberg.com/news/articles/2024-05-06/suno-udio-and-more-the-ai-music-era-is-here-not-everyone-is-a-fan,
ranit,6.0,40271978,[40272598],10,1714979270,The rise of Sweden's super rich,story,https://www.bbc.com/news/business-68927238,
hiatus,2.0,40281411,"[40281797, 40281412]",7,1715046386,"Exploit for Minecraft uses LLL lattice reduction, to locate all players in world [video]",story,https://www.youtube.com/watch?v=maMpMOnIJDE,
mikhael,6.0,40267945,"[40274033, 40281978, 40269826]",25,1714940611,Photomolecular effect: Light can vaporize water without heat,story,https://scitechdaily.com/mit-uncovers-photomolecular-effect-light-can-vaporize-water-without-heat/,
adif_sgaid,2.0,40272875,"[40275155, 40275204]",41,1714988724,Pure-PyTorch Implementation of Kolmogorov-Arnold Network (Kan),story,https://github.com/Blealtan/efficient-kan,
brad0,1.0,40281312,[40281982],4,1715045109,New Seventh-Generation General Purpose Amazon EC2 Instances (M7i-Flex and M7i),story,https://aws.amazon.com/blogs/aws/new-seventh-generation-general-purpose-amazon-ec2-instances-m7i-flex-and-m7i/,
sdotdev,9.0,40264797,"[40265328, 40264822, 40265130, 40265038, 40270815]",9,1714916178,Show HN: I built a movie-recommending app that eliminates the pain of choosing,story,https://moodiemoovy.netlify.app,
rntn,14.0,40260666,"[40260893, 40262639, 40266304, 40264722, 40262054]",40,1714860377,Why significant numbers of US PhD students rely on donated and discounted food,story,https://www.nature.com/articles/d41586-024-01279-y,
gulced,0.0,40281264,,8,1715044625,Microsoft reportedly developing MAI-1 AI model with 500B,story,https://siliconangle.com/2024/05/06/microsoft-reportedly-developing-mai-1-llm-500b-parameters/,
v4nn4,0.0,40261315,,6,1714867399,Transformers Dashboard,story,https://v4nn4.github.io/posts/transformers-dashboard/,
ganzuul,0.0,40278172,,4,1715021627,Snail-Inspired Robotic Swarms,story,https://www.youtube.com/watch?v=aNw92VlH3rA,
pizzicato,1.0,40264454,[40268362],4,1714913118,Show HN: Full-text search of over 2 million comments on Guardian Books,story,https://gb.tachy.org,Hi everyone. This is a hobby project I made with Nextjs.<p>I often browse user comments on book-related pages on the Guardian website to see discussion about books I&#x27;ve read or to find new books to read. There isn&#x27;t a great way to search through those comments so I put them into a Meilisearch instance. The comment threads are stored in Postgres using the adjacency list model and can take a while to load (maybe someday I&#x27;ll reimplement it in a closure table).
rendaw,13.0,40271548,"[40273544, 40275604, 40274508, 40274212, 40274448, 40274445, 40274291]",22,1714974906,Testing a new version of Stack Overflow Jobs,story,https://meta.stackexchange.com/questions/399440/testing-a-new-version-of-stack-overflow-jobs,
gulced,16.0,40261408,"[40261508, 40261968, 40261908, 40262267, 40262660, 40261834, 40261593, 40261534, 40261725, 40270854, 40268785, 40262394, 40261669]",125,1714868759,"Dick Rutan, pilot of the first nonstop around-the-world flight, has died",story,https://www.independent.co.uk/news/ap-voyager-ronald-reagan-california-idaho-b2539832.html,
sandwichukulele,17.0,40262206,"[40266958, 40264243, 40266374, 40267208, 40264167, 40264236, 40263737, 40275919, 40264349, 40263348, 40263101, 40264306, 40262599]",30,1714882579,Ask HN: Affordable hardware for running local large language models?,story,,"A while back there was a post about running stable diffusion on a Raspberry Pi Zero 2 [1] which was slow but incredibly impressive! And that sparked my curiosity with this question, what is considered affordable hardware for running large language models locally today? I&#x27;m aware that there&#x27;s a lot of work underway to make inference cheap to run at the edge but I&#x27;m curious to understand the landscape at present that anyone could purchase. I seen people running models on flagship smartphones but those are more expensive then a mac mini with worse performance.<p>By affordable I mean no greater then the cost of a current gen base model mac mini ($599) but ideally around the price of a raspberry pi 5 ($79) which when searching for budget PC gets mentioned[2]. Both devices have the same amount of ram in my case (8gb) but different performance observed given the importance of memory bandwidth. I mention these two because I&#x27;ve had experience running llama 3 via ollama on both with success although of slower speeds compared to a full workstation with a commodity GPU i.e. RTX 4090 which starts at ($1599). I&#x27;m interested in learning about what other devices are out there that people consider cheap and use for LLMs locally.<p>[1]: https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=38646969<p>[2]: https:&#x2F;&#x2F;www.pcmag.com&#x2F;picks&#x2F;the-best-budget-desktop-computers"
yousuke86,27.0,40262152,"[40262452, 40262179, 40264946, 40262210, 40262657, 40264914, 40274681, 40266131, 40269214, 40264267, 40268008, 40262380]",26,1714881583,I realized I am a bad programmer,story,,"These days I realized I am a bad programmer.
I&#x27;m sure this is not imposter syndrome.<p>I graduated in CS at 26, working since age of 24 only in web development, mostly front-end, but more recently full stack.<p>I sort of coasted through various jobs in the last 13 years.<p>Managed to became tech lead 5 years ago, but went back to just development due to burnout.<p>I have never applied any algorithm or particular data structure and I have never worked really really hard, beyond &quot;just&quot; coding.<p>Now I feel I have wasted all my best years and left with some coding skills that will become obsolete in a few years (if I &#x27;m lucky).<p>I don&#x27;t have any satisfaction from my job and I did not develop other soft skills that might help me...<p>I&#x27;m not exactly sure on what to do now... Study DSA? Transition to management? Construction?"
rolph,7.0,40261340,"[40268312, 40268313, 40263638]",36,1714867614,Ditch the Torch and Use Induction Heat to Break Free Rusted Bolts,story,https://www.popularmechanics.com/home/tools/a44764536/induction-heat-bolt-remover/,
tosh,117.0,40286051,"[40286141, 40286392, 40286158, 40286650, 40286495, 40286327, 40286848, 40286305, 40286363, 40286600, 40286476, 40288869, 40289524, 40289510, 40286211, 40286994]",97,1715092744,Redesigned 11-inch and new 13-inch iPad Air,story,https://www.apple.com/newsroom/2024/05/apple-unveils-the-redesigned-11-inch-and-all-new-13-inch-ipad-air-with-m2/,
marckohlbrugge,80.0,40262938,"[40274843, 40277009, 40277992, 40264287, 40278309, 40276936, 40277180, 40263020, 40278157, 40287424, 40277370, 40272619, 40277444, 40277115, 40284421, 40277057, 40282186, 40274665, 40277308, 40277528, 40277356, 40277077, 40277221, 40271183, 40277264, 40277434, 40277320, 40277364, 40277423, 40277181, 40277304, 40272790, 40272927, 40278777, 40277134, 40277335, 40273591, 40277408, 40263013, 40277348, 40278308, 40274946, 40277336, 40280923, 40278499, 40275706, 40270041, 40283712, 40277917, 40277393, 40272815, 40277133, 40277135, 40276991, 40268334, 40289887, 40272557, 40279495, 40277070, 40282740, 40277120, 40278228, 40277373, 40279691, 40277544, 40279250, 40277265, 40276777]",45,1714893493,Ask HN: Have you coded any productivity software just for yourself?,story,,I posted this question on my Twitter and got a lot of interesting replies[1]<p>Curious to hear what HN is building for private use.<p>[1] https:&#x2F;&#x2F;twitter.com&#x2F;marckohlbrugge&#x2F;status&#x2F;1786658603769991375
rbanffy,17.0,40268896,"[40269835, 40269241, 40272825, 40269512, 40269767, 40272490]",23,1714946444,Why is Alt+F4 the hotkey for closing a window? Why not Alt+F5 or Alt+F3?,story,https://devblogs.microsoft.com/oldnewthing/20180918-00/?p=99765,
zzzeek,3.0,40270130,"[40270635, 40275113]",13,1714957306,Number of dead sawfish soars to 40 as reports of spinning fish continue,story,https://www.local10.com/news/local/2024/04/17/number-of-dead-sawfish-soars-to-40-as-reports-of-spinning-fish-continue-to-roll-in/,
PaulHoule,1.0,40280177,[40280193],4,1715034059,"10 years in the making, retro game emulator Delta is now #1 on the iOS charts",story,https://techcrunch.com/2024/05/03/retro-game-emulator-delta-app-store-ios/,
jseliger,1.0,40280080,[40283968],3,1715033331,Chip Shot: China will conquer semiconductors,story,https://newsletter.doomberg.com/p/chip-shot,
gulced,2.0,40279984,"[40281081, 40281742]",25,1715032693,"Apple Illegally Interrogated NYC Retail Staff, US Labor Board Rules",story,https://www.bloomberg.com/news/articles/2024-05-06/apple-illegally-interrogated-nyc-retail-staff-us-labor-board-rules,
ZuckMusk,23.0,40265724,"[40267078, 40266925, 40283281, 40266030, 40269239, 40266130, 40267594, 40266744]",25,1714924097,Satya Nadella's Microsoft memo on putting security first,story,https://www.theverge.com/24148033/satya-nadella-microsoft-security-memo,
nebalee,0.0,40266236,,11,1714927798,Sweden's Riksbank urges action to prevent cash from becoming obsolete,story,https://nordictimes.com/economy/swedens-riksbank-urges-action-to-prevent-cash-from-becoming-obsolete/,
hochmartinez,1.0,40272346,[40279968],7,1714983025,Google's medical AI destroys GPT's benchmark and outperforms doctors,story,https://newatlas.com/technology/google-med-gemini-ai/,
dagenix,122.0,40269680,"[40270302, 40272230, 40270222, 40271553, 40273789, 40270270]",165,1714952781,X.org on NetBSD – The State of Things,story,https://blog.netbsd.org/tnf/entry/x_org_on_netbsd_the,
croes,1.0,40279028,[40289419],4,1715026760,Image shows atoms transforming into quantum waves as Schrödinger predicted,story,https://www.livescience.com/physics-mathematics/quantum-physics/stunning-image-shows-atoms-transforming-into-quantum-waves-just-as-schrodinger-predicted,
kylegalbraith,0.0,40262680,[40274754],27,1714890035,Building Containers from Scratch: Layers,story,https://depot.dev/blog/building-container-layers-from-scratch,
